lead_id,timestamp,lead_source,pages_viewed,time_on_site_sec,visited_pricing_page,form_submission_count,email_opened_count,recency_visit_days,is_converted
L0776,2025-10-04 14:00:00,Google,6,321,1,0,1,17,0
L0777,2025-10-04 16:00:00,Google,10,323,1,1,1,10,1
L0778,2025-10-04 18:00:00,Referral,6,444,0,1,3,3,0
L0779,2025-10-04 20:00:00,Referral,8,417,1,1,1,18,1
L0780,2025-10-04 22:00:00,Referral,3,178,0,0,2,6,0
L0781,2025-10-05 00:00:00,Referral,5,184,0,0,2,6,0
L0782,2025-10-05 02:00:00,Facebook,11,331,0,0,3,37,0
L0783,2025-10-05 04:00:00,Google,9,380,1,0,1,29,0
L0784,2025-10-05 06:00:00,Google,7,456,0,1,1,4,0
L0785,2025-10-05 08:00:00,Google,8,279,0,1,0,1,0
L0786,2025-10-05 10:00:00,WebsiteDirect,4,301,0,0,2,3,0
L0787,2025-10-05 12:00:00,Facebook,12,489,0,1,0,0,0
L0788,2025-10-05 14:00:00,Facebook,11,442,0,0,3,0,0
L0789,2025-10-05 16:00:00,Facebook,6,234,1,1,1,5,1
L0790,2025-10-05 18:00:00,WebsiteDirect,9,276,0,2,0,28,0
L0791,2025-10-05 20:00:00,Google,14,960,0,1,3,20,0
L0792,2025-10-05 22:00:00,Facebook,8,590,0,0,3,7,0
L0793,2025-10-06 00:00:00,Facebook,8,485,0,1,2,8,0
L0794,2025-10-06 02:00:00,Referral,6,236,0,1,0,0,0
L0795,2025-10-06 04:00:00,Google,8,354,0,2,0,2,1
L0796,2025-10-06 06:00:00,WebsiteDirect,6,322,0,0,1,0,0
L0797,2025-10-06 08:00:00,WebsiteDirect,11,854,0,0,2,14,0
L0798,2025-10-06 10:00:00,Facebook,5,211,0,1,1,1,1
L0799,2025-10-06 12:00:00,Referral,12,798,0,0,2,20,0
L0800,2025-10-06 14:00:00,WebsiteDirect,9,467,1,0,0,10,1
L0801,2025-10-06 16:00:00,Referral,11,493,0,2,4,2,1
L0802,2025-10-06 18:00:00,Google,6,316,0,0,2,1,0
L0803,2025-10-06 20:00:00,Facebook,9,302,1,0,3,9,0
L0804,2025-10-06 22:00:00,Referral,9,629,0,0,1,23,0
L0805,2025-10-07 00:00:00,Facebook,9,379,0,0,1,12,0
L0806,2025-10-07 02:00:00,Referral,9,596,0,2,2,4,1
L0807,2025-10-07 04:00:00,WebsiteDirect,7,233,0,0,2,8,0
L0808,2025-10-07 06:00:00,WebsiteDirect,5,388,0,0,3,3,0
L0809,2025-10-07 08:00:00,Facebook,2,79,1,0,0,60,0
L0810,2025-10-07 10:00:00,Google,9,667,0,0,1,13,0
L0811,2025-10-07 12:00:00,LinkedIn,6,422,0,0,2,9,0
L0812,2025-10-07 14:00:00,WebsiteDirect,7,548,0,0,1,5,0
L0813,2025-10-07 16:00:00,Google,4,215,1,1,2,9,0
L0814,2025-10-07 18:00:00,WebsiteDirect,9,597,1,1,2,4,1
L0815,2025-10-07 20:00:00,WebsiteDirect,8,388,0,2,1,0,1
L0816,2025-10-07 22:00:00,Facebook,10,392,0,0,1,5,0
L0817,2025-10-08 00:00:00,Facebook,9,469,0,0,1,26,0
L0818,2025-10-08 02:00:00,Facebook,9,344,0,0,1,9,0
L0819,2025-10-08 04:00:00,Google,2,158,0,0,4,0,0
L0820,2025-10-08 06:00:00,Google,6,208,0,0,2,21,0
L0821,2025-10-08 08:00:00,WebsiteDirect,7,416,0,0,3,3,0
L0822,2025-10-08 10:00:00,Google,7,429,1,0,0,2,0
L0823,2025-10-08 12:00:00,Google,9,512,1,0,1,3,1
L0824,2025-10-08 14:00:00,Facebook,6,378,0,1,1,8,0
L0825,2025-10-08 16:00:00,Facebook,6,214,0,1,1,7,0
L0826,2025-10-08 18:00:00,WebsiteDirect,10,577,1,0,2,6,0
L0827,2025-10-08 20:00:00,Google,10,443,0,0,1,12,0
L0828,2025-10-08 22:00:00,Google,12,924,1,0,1,3,1
L0829,2025-10-09 00:00:00,Referral,8,544,0,0,1,15,0
L0830,2025-10-09 02:00:00,Facebook,5,393,0,0,2,1,0
L0831,2025-10-09 04:00:00,Google,8,255,0,0,0,15,0
L0832,2025-10-09 06:00:00,Facebook,8,354,0,1,2,10,0
L0833,2025-10-09 08:00:00,Google,8,318,0,1,2,11,0
L0834,2025-10-09 10:00:00,Google,14,427,0,1,2,6,0
L0835,2025-10-09 12:00:00,Facebook,2,84,0,3,4,10,1
L0836,2025-10-09 14:00:00,Facebook,7,447,0,1,1,0,0
L0837,2025-10-09 16:00:00,WebsiteDirect,7,290,1,1,2,19,0
L0838,2025-10-09 18:00:00,Facebook,5,277,0,0,1,0,0
L0839,2025-10-09 20:00:00,Facebook,7,520,0,0,3,1,0
L0840,2025-10-09 22:00:00,Referral,8,517,0,0,1,8,0
L0841,2025-10-10 00:00:00,Google,8,397,0,2,4,13,1
L0842,2025-10-10 02:00:00,Referral,12,583,0,1,0,0,1
L0843,2025-10-10 04:00:00,Google,4,211,0,0,2,25,0
L0844,2025-10-10 06:00:00,LinkedIn,6,233,0,0,0,36,0
L0845,2025-10-10 08:00:00,Google,8,493,0,0,2,9,0
L0846,2025-10-10 10:00:00,Facebook,9,433,1,0,2,6,1
L0847,2025-10-10 12:00:00,Google,6,435,0,0,0,13,0
L0848,2025-10-10 14:00:00,LinkedIn,11,746,0,0,3,3,0
L0849,2025-10-10 16:00:00,Facebook,6,363,0,0,4,6,0
L0850,2025-10-10 18:00:00,Facebook,9,433,0,0,1,24,0
L0851,2025-10-10 20:00:00,Google,12,485,1,1,2,31,1
L0852,2025-10-10 22:00:00,Referral,7,481,0,0,2,26,0
L0853,2025-10-11 00:00:00,Google,14,760,1,0,0,3,1
L0854,2025-10-11 02:00:00,WebsiteDirect,6,247,0,0,1,2,0
L0855,2025-10-11 04:00:00,Google,9,357,0,0,1,3,0
L0856,2025-10-11 06:00:00,Google,8,306,0,0,3,5,0
L0857,2025-10-11 08:00:00,Google,10,688,0,0,0,3,0
L0858,2025-10-11 10:00:00,Facebook,9,373,0,0,3,4,0
L0859,2025-10-11 12:00:00,Facebook,5,281,1,0,0,9,0
L0860,2025-10-11 14:00:00,Google,7,368,1,0,2,14,1
L0861,2025-10-11 16:00:00,Referral,10,589,0,1,2,13,0
L0862,2025-10-11 18:00:00,Facebook,6,443,0,0,2,16,0
L0863,2025-10-11 20:00:00,Facebook,7,513,0,0,1,0,0
L0864,2025-10-11 22:00:00,Facebook,8,420,0,1,0,0,1
L0865,2025-10-12 00:00:00,Facebook,6,184,0,1,4,15,0
L0866,2025-10-12 02:00:00,Facebook,5,256,0,0,0,7,0
L0867,2025-10-12 04:00:00,Google,7,422,1,0,2,8,0
L0868,2025-10-12 06:00:00,Google,4,231,0,0,0,0,0
L0869,2025-10-12 08:00:00,WebsiteDirect,12,750,0,0,0,2,1
L0870,2025-10-12 10:00:00,WebsiteDirect,12,452,0,0,4,10,0
L0871,2025-10-12 12:00:00,Facebook,9,560,0,0,2,19,0
L0872,2025-10-12 14:00:00,Google,7,273,1,0,1,24,0
L0873,2025-10-12 16:00:00,Referral,5,337,1,0,1,6,0
L0874,2025-10-12 18:00:00,Facebook,5,234,1,1,1,7,1
L0875,2025-10-12 20:00:00,Google,7,458,0,4,0,17,1
L0876,2025-10-12 22:00:00,Google,6,194,0,0,3,7,0
L0877,2025-10-13 00:00:00,Referral,7,352,0,0,0,7,0
L0878,2025-10-13 02:00:00,Referral,9,587,0,0,0,23,0
L0879,2025-10-13 04:00:00,Google,8,330,0,2,2,15,1
L0880,2025-10-13 06:00:00,Google,6,418,0,0,4,23,0
L0881,2025-10-13 08:00:00,Google,9,553,0,0,1,2,0
L0882,2025-10-13 10:00:00,Referral,8,475,0,0,1,7,0
L0883,2025-10-13 12:00:00,Google,5,238,0,0,1,18,0
L0884,2025-10-13 14:00:00,Google,9,487,0,0,0,1,0
L0885,2025-10-13 16:00:00,Referral,6,359,0,1,3,15,0
L0886,2025-10-13 18:00:00,Google,8,428,0,1,0,2,1
L0887,2025-10-13 20:00:00,Referral,6,389,0,1,1,16,0
L0888,2025-10-13 22:00:00,Google,7,361,0,1,2,9,0
L0889,2025-10-14 00:00:00,Google,8,320,0,0,2,2,0
L0890,2025-10-14 02:00:00,Google,5,203,1,0,1,6,0
L0891,2025-10-14 04:00:00,Referral,8,242,0,1,0,11,0
L0892,2025-10-14 06:00:00,WebsiteDirect,5,225,0,0,3,10,0
L0893,2025-10-14 08:00:00,WebsiteDirect,9,607,0,0,2,5,0
L0894,2025-10-14 10:00:00,Facebook,11,766,1,1,2,22,1
L0895,2025-10-14 12:00:00,Referral,8,320,0,0,3,7,0
L0896,2025-10-14 14:00:00,Google,6,467,0,0,3,7,0
L0897,2025-10-14 16:00:00,Google,11,606,0,3,1,0,1
L0898,2025-10-14 18:00:00,WebsiteDirect,7,530,0,0,3,25,0
L0899,2025-10-14 20:00:00,Google,10,653,1,0,1,1,0
L0900,2025-10-14 22:00:00,Google,8,528,0,1,3,7,0
L0901,2025-10-15 00:00:00,Google,9,308,1,0,1,16,0
L0902,2025-10-15 02:00:00,Google,7,286,1,0,3,2,1
L0903,2025-10-15 04:00:00,Google,7,213,0,0,2,7,0
L0904,2025-10-15 06:00:00,Facebook,12,789,0,1,3,2,1
L0905,2025-10-15 08:00:00,Facebook,3,141,0,2,0,14,0
L0906,2025-10-15 10:00:00,WebsiteDirect,6,415,1,3,0,8,1
L0907,2025-10-15 12:00:00,WebsiteDirect,9,422,0,0,1,19,0
L0908,2025-10-15 14:00:00,Google,8,567,1,0,1,22,0
L0909,2025-10-15 16:00:00,Google,8,292,0,1,1,10,0
L0910,2025-10-15 18:00:00,Facebook,7,270,0,1,2,12,0
L0911,2025-10-15 20:00:00,Facebook,9,423,1,0,1,7,1
L0912,2025-10-15 22:00:00,Google,11,554,0,0,1,4,0
L0913,2025-10-16 00:00:00,Referral,8,379,0,0,3,10,0
L0914,2025-10-16 02:00:00,Facebook,7,477,0,1,1,23,0
L0915,2025-10-16 04:00:00,Facebook,8,278,0,0,2,5,0
L0916,2025-10-16 06:00:00,Facebook,15,713,0,0,3,3,1
L0917,2025-10-16 08:00:00,Google,14,1006,0,0,2,4,0
L0918,2025-10-16 10:00:00,WebsiteDirect,10,333,0,0,1,5,0
L0919,2025-10-16 12:00:00,Referral,6,462,1,0,0,0,1
L0920,2025-10-16 14:00:00,Google,13,1031,1,0,4,6,1
L0921,2025-10-16 16:00:00,WebsiteDirect,4,137,0,0,1,6,0
L0922,2025-10-16 18:00:00,Facebook,4,178,0,0,0,8,0
L0923,2025-10-16 20:00:00,WebsiteDirect,7,340,0,1,2,4,0
L0924,2025-10-16 22:00:00,Referral,10,688,0,1,1,9,0
L0925,2025-10-17 00:00:00,Facebook,13,777,0,0,3,21,0
L0926,2025-10-17 02:00:00,Google,6,373,1,1,1,31,0
L0927,2025-10-17 04:00:00,Google,10,678,1,3,1,8,1
L0928,2025-10-17 06:00:00,Facebook,5,179,0,0,0,0,0
L0929,2025-10-17 08:00:00,Referral,11,788,0,0,1,34,0
L0930,2025-10-17 10:00:00,Google,6,391,0,0,0,12,0
L0931,2025-10-17 12:00:00,Google,8,470,0,1,2,4,1
L0932,2025-10-17 14:00:00,WebsiteDirect,4,297,0,0,1,1,0
L0933,2025-10-17 16:00:00,LinkedIn,8,520,0,1,1,1,0
L0934,2025-10-17 18:00:00,Facebook,9,360,1,2,1,1,1
L0935,2025-10-17 20:00:00,Google,11,566,0,1,2,0,0
L0936,2025-10-17 22:00:00,Google,8,437,1,0,1,23,0
L0937,2025-10-18 00:00:00,Google,8,262,0,2,1,7,1
L0938,2025-10-18 02:00:00,WebsiteDirect,9,699,0,0,1,12,0
L0939,2025-10-18 04:00:00,Google,13,473,1,0,2,17,1
L0940,2025-10-18 06:00:00,Facebook,10,648,1,0,0,15,0
L0941,2025-10-18 08:00:00,Google,9,497,0,0,3,21,0
L0942,2025-10-18 10:00:00,Facebook,8,250,0,0,1,34,0
L0943,2025-10-18 12:00:00,Referral,7,533,1,0,1,5,1
L0944,2025-10-18 14:00:00,WebsiteDirect,12,871,0,0,1,30,0
L0945,2025-10-18 16:00:00,Google,2,112,0,0,3,12,0
L0946,2025-10-18 18:00:00,Google,6,248,0,2,3,0,1
L0947,2025-10-18 20:00:00,Google,6,216,1,0,0,11,1
L0948,2025-10-18 22:00:00,WebsiteDirect,6,289,0,0,0,11,0
L0949,2025-10-19 00:00:00,WebsiteDirect,13,556,1,0,2,23,1
L0950,2025-10-19 02:00:00,Facebook,6,332,0,0,3,4,0
L0951,2025-10-19 04:00:00,Referral,6,469,0,1,1,8,0
L0952,2025-10-19 06:00:00,Referral,9,528,0,1,0,0,0
L0953,2025-10-19 08:00:00,Google,8,595,1,2,0,4,1
L0954,2025-10-19 10:00:00,WebsiteDirect,14,875,0,0,1,0,0
L0955,2025-10-19 12:00:00,Facebook,6,322,0,0,0,7,0
L0956,2025-10-19 14:00:00,Facebook,4,290,0,0,0,17,0
L0957,2025-10-19 16:00:00,Facebook,9,482,0,1,0,2,0
L0958,2025-10-19 18:00:00,Google,7,514,1,0,2,7,0
L0959,2025-10-19 20:00:00,Google,8,356,0,0,1,2,0
L0960,2025-10-19 22:00:00,Referral,8,291,1,0,0,1,1
L0961,2025-10-20 00:00:00,Google,10,727,0,1,1,7,1
L0962,2025-10-20 02:00:00,Referral,6,356,1,1,4,0,1
L0963,2025-10-20 04:00:00,Google,4,297,0,0,1,8,0
L0964,2025-10-20 06:00:00,Facebook,10,768,0,0,1,0,0
L0965,2025-10-20 08:00:00,Google,10,326,1,1,2,1,1
L0966,2025-10-20 10:00:00,Facebook,5,275,0,0,1,7,0
L0967,2025-10-20 12:00:00,Referral,7,341,1,0,3,8,1
L0968,2025-10-20 14:00:00,Google,8,490,1,0,0,0,1
L0969,2025-10-20 16:00:00,Facebook,4,278,0,1,1,8,0
L0970,2025-10-20 18:00:00,Facebook,7,308,0,0,0,18,0
L0971,2025-10-20 20:00:00,Referral,12,694,0,0,2,12,0
L0972,2025-10-20 22:00:00,WebsiteDirect,8,523,0,1,0,1,0
L0973,2025-10-21 00:00:00,Referral,6,220,0,2,1,8,0
L0974,2025-10-21 02:00:00,Google,5,353,0,0,2,11,0
L0975,2025-10-21 04:00:00,Google,8,482,1,0,0,0,1
L0976,2025-10-21 06:00:00,Google,9,697,1,1,0,19,1
L0977,2025-10-21 08:00:00,Facebook,4,187,0,0,2,23,0
L0978,2025-10-21 10:00:00,Google,9,318,1,1,0,19,0
L0979,2025-10-21 12:00:00,Facebook,6,331,1,0,0,17,0
L0980,2025-10-21 14:00:00,Facebook,11,377,1,0,2,13,1
L0981,2025-10-21 16:00:00,Google,9,706,0,0,3,10,0
L0982,2025-10-21 18:00:00,Referral,8,255,0,0,0,11,0
L0983,2025-10-21 20:00:00,Google,8,541,0,0,0,16,0
L0984,2025-10-21 22:00:00,Google,7,393,0,1,3,10,0
L0985,2025-10-22 00:00:00,Referral,7,339,0,1,1,3,0
L0986,2025-10-22 02:00:00,Facebook,7,233,1,0,1,4,0
L0987,2025-10-22 04:00:00,Referral,7,427,0,1,0,22,0
L0988,2025-10-22 06:00:00,Facebook,12,711,0,2,1,0,1
L0989,2025-10-22 08:00:00,Google,11,484,0,0,1,12,0
L0990,2025-10-22 10:00:00,WebsiteDirect,7,528,1,0,3,30,0
L0991,2025-10-22 12:00:00,Referral,4,180,1,0,4,12,1
L0992,2025-10-22 14:00:00,Referral,14,734,1,0,1,51,1
L0993,2025-10-22 16:00:00,Google,10,571,0,0,3,11,0
L0994,2025-10-22 18:00:00,Facebook,11,385,1,1,1,0,1
L0995,2025-10-22 20:00:00,Facebook,5,383,1,2,1,17,1
L0996,2025-10-22 22:00:00,Google,13,633,0,1,1,3,0
L0997,2025-10-23 00:00:00,WebsiteDirect,8,272,0,0,2,5,0
L0998,2025-10-23 02:00:00,Google,5,246,0,1,0,3,0
L0999,2025-10-23 04:00:00,LinkedIn,7,420,0,0,1,3,0
L1000,2025-10-23 06:00:00,Facebook,8,445,0,2,2,5,1
